,Epm_nEng,InjCtl_qSetUnBal
2017-12-01 10:37:01.022091,1376.3224764377742,12.740358011156786
2017-12-01 10:37:01.122091,1384.7243653717128,12.268781731414363
2017-12-01 10:37:01.222091,1393.080232512206,11.554877911340414
2017-12-01 10:37:01.322091,1390.7975885710619,11.041531276152982
2017-12-01 10:37:01.422091,1382.1850600411096,10.482877349878274
2017-12-01 10:37:01.522091,1373.5056763999048,10.478743392001345
2017-12-01 10:37:01.622091,1383.9205952244654,10.779517405263327
2017-12-01 10:37:01.722091,1391.0242768581898,10.60967317812852
2017-12-01 10:37:01.822091,1383.3591401161616,10.378953411957669
2017-12-01 10:37:01.922091,1373.269981851748,10.372920072593008
2017-12-01 10:37:02.022091,1371.0885982574318,10.659753184946412
2017-12-01 10:37:02.122091,1385.3911573517137,10.917364443680643
2017-12-01 10:37:02.222091,1383.1531802805182,10.219671115764047
2017-12-01 10:37:02.322091,1373.771254055526,9.632105210887351
2017-12-01 10:37:02.422091,1370.7652428943773,9.161341154275686
2017-12-01 10:37:02.522091,1383.6720473826626,8.734233756205105
2017-12-01 10:37:02.622091,1372.1093185323693,7.673210413648187
2017-12-01 10:37:02.722091,1374.3501850408686,6.488735638734628
2017-12-01 10:37:02.822091,1377.144978026697,5.358812305049781
2017-12-01 10:37:02.922091,1367.6214701786753,3.8757911232277764
2017-12-01 10:37:03.022091,1376.6174441197034,3.3364753986440707
2017-12-01 10:37:03.122091,1372.410484849531,2.7198912122101415
2017-12-01 10:37:03.222091,1368.1186050522483,2.369488404179863
2017-12-01 10:37:03.322091,1373.6718392800612,2.0072934764769004
2017-12-01 10:37:03.422091,1364.2968997887046,1.6271401476698255
2017-12-01 10:37:03.522091,1371.874775710722,1.4118783643391715
2017-12-01 10:37:03.622091,1360.4102361809028,1.1988031490787034
2017-12-01 10:37:03.722091,1373.1532151109247,1.0940917258487382
2017-12-01 10:37:03.822091,1360.4373083532134,0.9152544446483424
2017-12-01 10:37:03.922091,1366.4755059724873,0.8635208591782829
2017-12-01 10:37:04.022091,1361.90952418376,0.7776190522969993
2017-12-01 10:37:04.122091,1362.9721482280515,0.76
2017-12-01 10:37:04.222091,1358.97149908793,0.7270654479122185
